,word,corpus,iliad,odyssey
20912,κεχρημένον,2,0,2
20913,Καλυψώ,19,0,19
20914,σπέσσι,7,0,7
20915,γλαφυροῖσι,6,0,6
20916,οἶκόνδε,18,0,18
20917,πεφυγμένος,1,0,1
20918,ἐλέαιρον,1,0,1
20919,μενέαινεν,2,0,2
20920,Ὀδυσῆι,7,0,7
20921,Αἰθίοπας,2,0,2
20922,δεδαίαται,1,0,1
20923,δυσομένου,1,0,1
20924,ἀντιόων,1,0,1
20925,ἀρνειῶν,1,0,1
20926,μνήσατο,2,0,2
20927,Αἰγίσθοιο,6,0,6
20928,Ἀγαμεμνονίδης,1,0,1
20929,τηλεκλυτός,1,0,1
20930,Ὀρέστης,5,0,5
20931,ἐπιμνησθείς,2,0,2
20932,αἰτιόωνται,1,0,1
20933,Αἴγισθος,8,0,8
20934,γῆμ,1,0,1
20935,εἴπομεν,1,0,1
20936,πέμψαντες,1,0,1
20937,ἐύσκοπον,1,0,1
20938,μνάασθαι,1,0,1
20939,Ὀρέσταο,1,0,1
20940,τίσις,3,0,3
20941,ἡβήσῃ,1,0,1
20942,ἱμείρεται,2,0,2
20943,ἁθρόα,2,0,2
20944,ἀπέτισεν,2,0,2
20945,ἐοικότι,1,0,1
20946,ὀλέθρῳ,5,0,5
20947,δαίεται,2,0,2
20948,δυσμόρῳ,3,0,3
20949,ἀμφιρύτῃ,4,0,4
20950,ὀμφαλός,1,0,1
20951,νῆσος,5,0,5
20952,δενδρήεσσα,1,0,1
20953,ναίει,8,0,8
20954,Ἄτλαντος,2,0,2
20955,βένθεα,2,0,2
20956,κίονας,1,0,1
20957,μακράς,1,0,1
20958,ὀδυρόμενον,1,0,1
20959,μαλακοῖσι,2,0,2
20960,αἱμυλίοισι,1,0,1
20961,λόγοισιν,1,0,1
20962,ἐπιλήσεται,1,0,1
20963,καπνόν,6,0,6
20964,χαρίζετο,1,0,1
20965,ὠδύσαο,1,0,1
20966,ἀσκελές,2,0,2
20967,Κύκλωπος,3,0,3
20968,κεχόλωται,1,0,1
20969,ὀφθαλμοῦ,3,0,3
20970,ἀλάωσεν,2,0,2
20971,Κυκλώπεσσι,3,0,3
20972,Θόωσα,1,0,1
20973,Φόρκυνος,3,0,3
20974,μέδοντος,1,0,1
20975,μιγεῖσα,3,0,3
20976,κατακτείνει,1,0,1
20977,πλάζει,1,0,1
20978,περιφραζώμεθα,1,0,1
20979,μεθήσει,2,0,2
20980,ἐριδαινέμεν,1,0,1
20981,πολύφρονα,5,0,5
20982,ὅνδε,7,0,7
20983,δόμονδε,9,0,9
20984,διάκτορον,1,0,1
20985,νῆσον,29,0,29
20986,Ὠγυγίην,4,0,4
20987,νύμφῃ,2,0,2
20988,ἐυπλοκάμῳ,2,0,2
20989,νέηται,3,0,3
20990,Ἰθάκηνδ,1,0,1
20991,ἐσελεύσομαι,2,0,2
20992,καλέσαντα,1,0,1
20993,μνηστήρεσσιν,8,0,8
20994,ἀπειπέμεν,1,0,1
20995,σφάζουσι,2,0,2
20996,ἠμαθόεντα,3,0,3
20997,πευσόμενον,2,0,2
20998,ἔχῃσιν,4,0,4
20999,ὀξέι,6,0,6
21000,ἀίξασα,1,0,1
21001,προθύροις,1,0,1
21002,αὐλείου,1,0,1
21003,παλάμῃ,2,0,2
21004,ξείνῳ,11,0,11
21005,Ταφίων,2,0,2
21006,μνηστῆρας,53,0,53
21007,πεσσοῖσι,1,0,1
21008,ἔτερπον,1,0,1
21009,ἔκτανον,2,0,2
21010,ὀτρηροί,1,0,1
21011,ἔμισγον,1,0,1
21012,κρητῆρσι,1,0,1
21013,σπόγγοισι,4,0,4
21014,πολυτρήτοισι,3,0,3
21015,τραπέζας,9,0,9
21016,νίζον,1,0,1
21017,πρότιθεν,1,0,1
21018,Τηλέμαχος,123,0,123
21019,μνηστῆρσι,17,0,17
21020,μνηστήρων,36,0,36
21021,σκέδασιν,2,0,2
21022,ἀνάσσοι,2,0,2
21023,μεθήμενος,1,0,1
21024,εἴσιδ,1,0,1
21025,νεμεσσήθη,1,0,1
21026,ἐφεστάμεν,1,0,1
21027,ξεῖνε,43,0,43
21028,φιλήσεαι,2,0,2
21029,δείπνου,2,0,2
21030,πασσάμενος,1,0,1
21031,μυθήσεαι,2,0,2
21032,ὅττεό,2,0,2
21033,ἡγεῖθ,1,0,1
21034,κίονα,5,0,5
21035,δουροδόκης,1,0,1
21036,ἐυξόου,1,0,1
21037,κλισμόν,1,0,1
21038,ἔκτοθεν,4,0,4
21039,ἀνιηθείς,2,0,2
21040,ἁδήσειεν,1,0,1
21041,ὑπερφιάλοισι,7,0,7
21042,ἀποιχομένοιο,8,0,8
21043,ἔροιτο,2,0,2
21044,χέρνιβα,7,0,7
21045,προχόῳ,6,0,6
21046,ἐπέχευε,6,0,6
21047,νίψασθαι,6,0,6
21048,ξεστήν,6,0,6
21049,παρέθηκε,10,0,10
21050,εἴδατα,9,0,9
21051,ἐπιθεῖσα,6,0,6
21052,δαιτρός,3,0,3
21053,πίνακας,3,0,3
21054,οἰνοχοεύων,1,0,1
21055,μνηστῆρες,69,0,69
21056,ἀγήνορες,7,0,7
21057,κλισμούς,8,0,8
21058,θρόνους,11,0,11
21059,παρενήνεον,1,0,1
21060,μολπή,1,0,1
21061,ὀρχηστύς,1,0,1
21062,ἀναθήματα,2,0,2
21063,Φημίῳ,1,0,1
21064,ἤειδε,2,0,2
21065,μνηστῆρσιν,36,0,36
21066,φορμίζων,3,0,3
21067,ἀνεβάλλετο,2,0,2
21068,ἀείδειν,6,0,6
21069,γλαυκῶπιν,1,0,1
21070,σχών,3,0,3
21071,πευθοίαθ,3,0,3
21072,τούτοισιν,1,0,1
21073,ἀοιδή,3,0,3
21074,ἀλλότριον,2,0,2
21075,βίοτον,22,0,22
21076,νήποινον,6,0,6
21077,κείμεν,1,0,1
21078,ἠπείρου,8,0,8
21079,Ἰθάκηνδε,4,0,4
21080,ἀρησαίατ,1,0,1
21081,ἐλαφρότεροι,1,0,1
21082,ἀφνειότεροι,1,0,1
21083,χρυσοῖό,1,0,1
21084,ἐσθῆτός,1,0,1
21085,φῇσιν,1,0,1
21086,πόθι,6,0,6
21087,τοκῆες,8,0,8
21088,ὁπποίης,2,0,2
21089,ἀφίκεο,3,0,3
21090,τίνες,8,0,8
21091,πεζόν,6,0,6
21092,ὀίομαι,4,0,4
21093,ἀγόρευσον,7,0,7
21094,εἰδῶ,7,0,7
21095,μεθέπεις,1,0,1
21096,πατρώιός,2,0,2
21097,ἐπίστροφος,1,0,1
21098,τοιγάρ,19,0,19
21099,Μέντης,2,0,2
21100,Ἀγχιάλοιο,2,0,2
21101,Ταφίοισι,2,0,2
21102,φιληρέτμοισιν,3,0,3
21103,ἀνάσσω,3,0,3
21104,νηί,47,0,47
21105,κατήλυθον,7,0,7
21106,ἀλλοθρόους,3,0,3
21107,Τεμέσην,1,0,1
21108,ἥδ,4,0,4
21109,ἕστηκεν,2,0,2
21110,ἀγροῦ,11,0,11
21111,λιμένι,2,0,2
21112,Ῥείθρῳ,1,0,1
21113,Νηίῳ,1,0,1
21114,ὑλήεντι,5,0,5
21115,πατρώιοι,1,0,1
21116,γέροντ,1,0,1
21117,εἴρηαι,1,0,1
21118,Λαέρτην,4,0,4
21119,πόλινδε,7,0,7
21120,γρηί,1,0,1
21121,βρῶσίν,5,0,5
21122,παρτιθεῖ,1,0,1
21123,ἑρπύζοντ,1,0,1
21124,γουνόν,3,0,3
21125,ἔφαντ,1,0,1
21126,ἐπιδήμιον,1,0,1
21127,βλάπτουσι,1,0,1
21128,τέθνηκεν,4,0,4
21129,κατερύκεται,3,0,3
21130,εὐρέι,6,0,6
21131,ἄγριοι,5,0,5
21132,ἐρυκανόωσ,1,0,1
21133,μαντεύσομαι,3,0,3
21134,βάλλουσι,2,0,2
21135,ὀίω,9,0,9
21136,σιδήρεα,2,0,2
21137,δέσματ,1,0,1
21138,φράσσεται,2,0,2
21139,πολυμήχανός,1,0,1
21140,ἐμισγόμεθ,2,0,2
21141,ἀναβήμεναι,1,0,1
21142,μάκαρός,1,0,1
21143,ἑοῖς,2,0,2
21144,ἀποτμότατος,1,0,1
21145,νώνυμνον,1,0,1
21146,Πηνελόπεια,58,0,58
21147,δαίς,2,0,2
21148,εἰλαπίνη,1,0,1
21149,γάμος,3,0,3
21150,ἔρανος,1,0,1
21151,δαίνυσθαι,2,0,2
21152,νεμεσσήσαιτό,1,0,1
21153,πινυτός,1,0,1
21154,μετέλθοι,1,0,1
21155,ξεῖν,24,0,24
21156,μέλλεν,4,0,4
21157,ἐπιδήμιος,1,0,1
21158,ἑτέρως,1,0,1
21159,ἐβόλοντο,1,0,1
21160,ἄιστον,1,0,1
21161,ἀκαχοίμην,1,0,1
21162,τολύπευσεν,2,0,2
21163,Παναχαιοί,3,0,3
21164,ἅρπυιαι,3,0,3
21165,ἄιστος,1,0,1
21166,ἄπυστος,3,0,3
21167,γόους,1,0,1
21168,στεναχίζω,4,0,4
21169,ἔτευξαν,1,0,1
21170,νήσοισιν,4,0,4
21171,Δουλιχίῳ,3,0,3
21172,Σάμῃ,4,0,4
21173,Ζακύνθῳ,3,0,3
21174,κραναήν,4,0,4
21175,μνῶνται,6,0,6
21176,τρύχουσι,3,0,3
21177,ἀρνεῖται,2,0,2
21178,στυγερόν,4,0,4
21179,τελευτήν,2,0,2
21180,διαρραίσουσι,2,0,2
21181,ἐπαλαστήσασα,1,0,1
21182,ἀποιχομένου,1,0,1
21183,δεύῃ,1,0,1
21184,ἀναιδέσι,6,0,6
21185,ἐφείη,1,0,1
21186,σταίη,1,0,1
21187,τερπόμενόν,1,0,1
21188,Μερμερίδαο—,1,0,1
21189,φάρμακον,8,0,8
21190,ἀνδροφόνον,1,0,1
21191,χρίεσθαι,1,0,1
21192,νεμεσίζετο,1,0,1
21193,αἰνῶς—,1,0,1
21194,ὁμιλήσειεν,3,0,3
21195,ὠκύμοροί,3,0,3
21196,πικρόγαμοί,3,0,3
21197,ἀποτίσεται,5,0,5
21198,ἀπώσεαι,1,0,1
21199,ξυνίει,5,0,5
21200,ἐμπάζεο,2,0,2
21201,πέφραδε,3,0,3
21202,σφέτερα,1,0,1
21203,σκίδνασθαι,1,0,1
21204,γαμέεσθαι,2,0,2
21205,μέγαρον,16,0,16
21206,δυναμένοιο,2,0,2
21207,τεύξουσι,3,0,3
21208,ἀρτυνέουσιν,2,0,2
21209,ἔεδνα,4,0,4
21210,ὑποθήσομαι,3,0,3
21211,ἄρσας,1,0,1
21212,ἐρέτῃσιν,1,0,1
21213,πευσόμενος,5,0,5
21214,οἰχομένοιο,13,0,13
21215,ὄσσαν,2,0,2
21216,ἀκούσῃς,6,0,6
21217,εἴρεο,1,0,1
21218,Σπάρτηνδε,1,0,1
21219,ξανθόν,2,0,2
21220,τρυχόμενός,2,0,2
21221,κτερεΐξαι,1,0,1
21222,τελευτήσῃς,1,0,1
21223,ἔρξῃς,1,0,1
21224,τεοῖσι,3,0,3
21225,νηπιάας,1,0,1
21226,ὀχέειν,1,0,1
21227,τηλίκος,4,0,4
21228,ἀίεις,1,0,1
21229,πατροφονῆα,3,0,3
21230,Αἴγισθον,4,0,4
21231,δολόμητιν,3,0,3
21232,ἔσσ,2,0,2
21233,κατελεύσομαι,1,0,1
21234,λήσομαι,1,0,1
21235,λοεσσάμενός,2,0,2
21236,τεταρπόμενός,1,0,1
21237,κίῃς,1,0,1
21238,τιμῆεν,1,0,1
21239,ξείνοισι,1,0,1
21240,διδοῦσι,2,0,2
21241,λιλαιόμενόν,1,0,1
21242,ἀμοιβῆς,1,0,1
21243,ἀνόπαια,1,0,1
21244,ὑπέμνησέν,1,0,1
21245,ὀίσατο,2,0,2
21246,ἀοιδός,18,0,18
21247,ἐπετείλατο,1,0,1
21248,ὑπερωιόθεν,1,0,1
21249,θέσπιν,3,0,3
21250,κλίμακα,4,0,4
21251,τέγεος,7,0,7
21252,σχομένη,6,0,6
21253,λιπαρά,5,0,5
21254,κεδνή,3,0,3
21255,δακρύσασα,4,0,4
21256,ἀοιδόν,11,0,11
21257,Φήμιε,1,0,1
21258,οἶδας,1,0,1
21259,κλείουσιν,1,0,1
21260,ἀοιδοί,3,0,3
21261,πινόντων,1,0,1
21262,ἀποπαύε,1,0,1
21263,καθίκετο,1,0,1
21264,τοίην,2,0,2
21265,ποθέω,1,0,1
21266,μεμνημένη,1,0,1
21267,φθονέεις,1,0,1
21268,ἐρίηρον,3,0,3
21269,τέρπειν,3,0,3
21270,δίδωσιν,2,0,2
21271,ἀλφηστῇσιν,1,0,1
21272,ἐπικλείουσ,1,0,1
21273,ἀκουόντεσσι,1,0,1
21274,νεωτάτη,1,0,1
21275,ἀμφιπέληται,1,0,1
21276,ἐπιτολμάτω,1,0,1
21277,θαμβήσασα,2,0,2
21278,πεπνυμένον,3,0,3
21279,ἔνθετο,4,0,4
21280,ἀναβᾶσα,6,0,6
21281,ἡδύν,7,0,7
21282,βλεφάροισι,8,0,8
21283,ὁμάδησαν,5,0,5
21284,κλιθῆναι,2,0,2
21285,δαινύμενοι,7,0,7
21286,τερπώμεθα,3,0,3
21287,βοητύς,1,0,1
21288,ἀοιδοῦ,4,0,4
21289,ἀγορήνδε,3,0,3
21290,ὕμιν,3,0,3
21291,ἀποείπω,1,0,1
21292,ἀλεγύνετε,3,0,3
21293,δαῖτας,4,0,4
21294,ὑμά,2,0,2
21295,οἴκους,3,0,3
21296,λωίτερον,2,0,2
21297,κείρετ,2,0,2
21298,ἐπιβώσομαι,2,0,2
21299,παλίντιτα,2,0,2
21300,νήποινοί,2,0,2
21301,ὄλοισθε,2,0,2
21302,χείλεσι,3,0,3
21303,φύντες,3,0,3
21304,Τηλέμαχον,39,0,39
21305,θαρσαλέως,6,0,6
21306,Ἀντίνοος,33,0,33
21307,Εὐπείθεος,10,0,10
21308,Τηλέμαχ,26,0,26
21309,διδάσκουσιν,1,0,1
21310,ὑψαγόρην,1,0,1
21311,ἀμφιάλῳ,5,0,5
21312,Ἰθάκῃ,15,0,15
21313,πατρώιόν,1,0,1
21314,Ἀντίνο,9,0,9
21315,διδόντος,1,0,1
21316,κάκιστον,1,0,1
21317,βασιλευέμεν,1,0,1
21318,τιμηέστερος,1,0,1
21319,παλαιοί,2,0,2
21320,ἔσομ,1,0,1
21321,δμώων,11,0,11
21322,ληίσσατο,1,0,1
21323,Εὐρύμαχος,15,0,15
21324,Πολύβου,7,0,7
21325,βασιλεύσει,1,0,1
21326,ἔχοις,2,0,2
21327,ἀνάσσοις,1,0,1
21328,ἀπορραίσει,1,0,1
21329,ναιετοώσης,1,0,1
21330,ξείνοιο,5,0,5
21331,ἐρέσθαι,6,0,6
21332,ὁππόθεν,4,0,4
21333,ποίης,3,0,3
21334,πατρίς,3,0,3
21335,ἐρχομένοιο,3,0,3
21336,ἐελδόμενος,1,0,1
21337,Εὐρύμαχ,8,0,8
21338,πείθομαι,1,0,1
21339,καλέσασα,2,0,2
21340,θεοπρόπον,1,0,1
21341,ἐξερέηται,1,0,1
21342,πατρώιος,1,0,1
21343,Τάφου,1,0,1
21344,ἱμερόεσσαν,2,0,2
21345,τρεψάμενοι,2,0,2
21346,ἕσπερον,3,0,3
21347,τερπομένοισι,2,0,2
21348,μέλας,2,0,2
21349,ὑψηλός,2,0,2
21350,δέδμητο,5,0,5
21351,περισκέπτῳ,4,0,4
21352,αἰθομένας,3,0,3
21353,δαΐδας,7,0,7
21354,κεδνά,5,0,5
21355,ἰδυῖα,6,0,6
21356,Εὐρύκλει,3,0,3
21357,Ὦπος,3,0,3
21358,Πεισηνορίδαο,3,0,3
21359,Λαέρτης,12,0,12
21360,πρίατο,4,0,4
21361,πρωθήβην,1,0,1
21362,ἐεικοσάβοια,1,0,1
21363,κεδνῇ,2,0,2
21364,ἔμικτο,1,0,1
21365,δμῳάων,3,0,3
21366,ὤιξεν,2,0,2
21367,λέκτρῳ,2,0,2
21368,ἔκδυνε,1,0,1
21369,γραίης,1,0,1
21370,πυκιμηδέος,1,0,1
21371,πτύξασα,2,0,2
21372,πασσάλῳ,1,0,1
21373,ἀγκρεμάσασα,1,0,1
21374,ἐπέρυσσε,1,0,1
21375,κορώνῃ,3,0,3
21376,κληῖδ,1,0,1
21377,ἐτάνυσσεν,1,0,1
21378,ἱμάντι,2,0,2
21379,βούλευε,1,0,1
21380,ὤρνυτ,6,0,6
21381,εὐνῆφιν,1,0,1
21382,ἑσσάμενος,3,0,3
21383,θέτ,4,0,4
21384,θώκῳ,1,0,1
21385,Αἰγύπτιος,2,0,2
21386,κυφός,1,0,1
21387,ἐύπωλον,2,0,2
21388,Κύκλωψ,13,0,13
21389,σπῆι,3,0,3
21390,ὡπλίσσατο,5,0,5
21391,Εὐρύνομος,1,0,1
21392,πατρώια,2,0,2
21393,Ἰθακήσιοι,8,0,8
21394,ἡμετέρη,3,0,3
21395,θόωκος,1,0,1
21396,ἤγειρε,1,0,1
21397,προγενέστεροί,1,0,1
21398,πρότερός,2,0,2
21399,δήμιον,3,0,3
21400,ἀγορεύει,4,0,4
21401,ὀνήμενος,1,0,1
21402,εἴθε,1,0,1
21403,τελέσειεν,5,0,5
21404,μενοινᾷ,5,0,5
21405,φήμῃ,1,0,1
21406,μενοίνησεν,1,0,1
21407,Πεισήνωρ,1,0,1
21408,πιφαύσκομαι,4,0,4
21409,τοίσδεσσιν,1,0,1
21410,ὀλέσσει,1,0,1
21411,ἀπερρίγασι,1,0,1
21412,Ἰκαρίου,3,0,3
21413,ἐεδνώσαιτο,1,0,1
21414,κεχαρισμένος,1,0,1
21415,πωλεύμενοι,2,0,2
21416,ἱερεύοντες,2,0,2
21417,ὄις,3,0,3
21418,πίονας,7,0,7
21419,εἰλαπινάζουσιν,2,0,2
21420,πίνουσί,2,0,2
21421,κατάνεται,2,0,2
21422,λευγαλέοι,1,0,1
21423,ἐσόμεσθα,1,0,1
21424,δεδαηκότες,1,0,1
21425,ἀμυναίμην,2,0,2
21426,ἀνσχετά,1,0,1
21427,καλῶς,1,0,1
21428,διόλωλε,1,0,1
21429,αἰδέσθητε,1,0,1
21430,περικτίονας,1,0,1
21431,περιναιετάουσι,2,0,2
21432,ὑποδείσατε,1,0,1
21433,μεταστρέψωσιν,1,0,1
21434,Θέμιστος,1,0,1
21435,λύει,2,0,2
21436,καθίζει,1,0,1
21437,τείρεσθ,1,0,1
21438,ἐυκνήμιδας,3,0,3
21439,ἀποτινύμενοι,1,0,1
21440,ῥέζετε,2,0,2
21441,δυσμενέοντες,2,0,2
21442,ὑμέας,5,0,5
21443,κειμήλιά,1,0,1
21444,πρόβασίν,1,0,1
21445,φάγοιτε,1,0,1
21446,ποτιπτυσσοίμεθα,1,0,1
21447,χρήματ,7,0,7
21448,ἀπαιτίζοντες,1,0,1
21449,δοθείη,1,0,1
21450,ἐμβάλλετε,1,0,1
21451,οἶκτος,2,0,2
21452,ὑψαγόρη,3,0,3
21453,ἄσχετε,3,0,3
21454,αἰσχύνων,1,0,1
21455,μῶμον,1,0,1
21456,ἀνάψαι,2,0,2
21457,ἀτέμβει,1,0,1
21458,ἔλπει,2,0,2
21459,ἀγγελίας,3,0,3
21460,προϊεῖσα,2,0,2
21461,στησαμένη,2,0,2
21462,περίμετρον,3,0,3
21463,μίμνετ,4,0,4
21464,ἐκτελέσω,2,0,2
21465,νήματ,3,0,3
21466,Λαέρτῃ,5,0,5
21467,ἥρωι,1,0,1
21468,ταφήιον,1,0,1
21469,καθέλῃσι,4,0,4
21470,σπείρου,3,0,3
21471,κτεατίσσας,3,0,3
21472,ἐπεπείθετο,12,0,12
21473,ἠματίη,3,0,3
21474,ὑφαίνεσκεν,2,0,2
21475,ἀλλύεσκεν,2,0,2
21476,παραθεῖτο,2,0,2
21477,τρίετες,4,0,4
21478,ἔληθε,2,0,2
21479,ἔπειθεν,4,0,4
21480,ἐπήλυθον,5,0,5
21481,ἀλλύουσαν,2,0,2
21482,ἐφεύρομεν,3,0,3
21483,ἐξετέλεσσε,4,0,4
21484,ἐθέλουσ,3,0,3
21485,ἀνάγκης,3,0,3
21486,εἰδῶσι,1,0,1
21487,ἀπόπεμψον,1,0,1
21488,ὅτεῴ,1,0,1
21489,ἁνδάνει,1,0,1
21490,ἀνιήσει,1,0,1
21491,φρονέουσ,4,0,4
21492,ἐπίστασθαι,2,0,2
21493,κέρδεά,1,0,1
21494,παλαιῶν,1,0,1
21495,ἐυπλοκαμῖδες,1,0,1
21496,Ἀχαιαί,2,0,2
21497,Τυρώ,2,0,2
21498,ἐυστέφανός,1,0,1
21499,ὁμοῖα,2,0,2
21500,Πηνελοπείῃ,14,0,14
21501,βίοτόν,1,0,1
21502,κείνη,10,0,10
21503,ποιεῖτ,1,0,1
21504,γήμασθαι,3,0,3
21505,ἀέκουσαν,3,0,3
21506,ἀπῶσαι,1,0,1
21507,ἄλλοθι,3,0,3
21508,ἀποτίνειν,2,0,2
21509,Ἰκαρίῳ,1,0,1
21510,ἀρήσετ,1,0,1
21511,ἐρινῦς,1,0,1
21512,ἀπερχομένη,1,0,1
21513,ἐνίψω,1,0,1
21514,ὑμέτερος,2,0,2
21515,ἔξιτέ,1,0,1
21516,αἰετώ,1,0,1
21517,πλησίω,1,0,1
21518,τιταινομένω,1,0,1
21519,πτερύγεσσιν,1,0,1
21520,πολύφημον,1,0,1
21521,ἐπιδινηθέντε,1,0,1
21522,τιναξάσθην,1,0,1
21523,ἰδέτην,1,0,1
21524,δρυψαμένω,1,0,1
21525,δειράς,1,0,1
21526,δεξιώ,1,0,1
21527,ἤιξαν,1,0,1
21528,ὥρμηναν,1,0,1
21529,Ἁλιθέρσης,4,0,4
21530,γνῶναι,3,0,3
21531,εἴρω,3,0,3
21532,φυτεύει,4,0,4
21533,νεμόμεσθ,1,0,1
21534,ἐυδείελον,2,0,2
21535,καταπαύσομεν,1,0,1
21536,παυέσθων,1,0,1
21537,λώιόν,1,0,1
21538,μαντεύομαι,1,0,1
21539,ἐμυθεόμην,3,0,3
21540,παθόντ,1,0,1
21541,ἄγνωστον,3,0,3
21542,ἐεικοστῷ,5,0,5
21543,μαντεύεο,1,0,1
21544,πάσχωσιν,1,0,1
21545,φοιτῶσ,1,0,1
21546,καταφθίσθαι,1,0,1
21547,ἐκείνῳ,3,0,3
21548,ἀγόρευες,1,0,1
21549,ἀνιείης,1,0,1
21550,πόρῃσιν,3,0,3
21551,νεώτερον,3,0,3
21552,παλαιά,3,0,3
21553,ἐποτρύνῃς,1,0,1
21554,χαλεπαίνειν,1,0,1
21555,ἀνιηρέστερον,1,0,1
21556,ἐπιθήσομεν,1,0,1
21557,τίνων,1,0,1
21558,ἀσχάλλῃς,1,0,1
21559,Τηλεμάχῳ,22,0,22
21560,ἀνωγέτω,1,0,1
21561,παύσεσθαι,2,0,2
21562,μνηστύος,1,0,1
21563,πολύμυθον,1,0,1
21564,ἐμπαζόμεθ,1,0,1
21565,μυθέαι,1,0,1
21566,ἀπεχθάνεαι,1,0,1
21567,χρήματα,5,0,5
21568,βεβρώσεται,1,0,1
21569,διατρίβῃσιν,1,0,1
21570,ἐρχόμεθ,1,0,1
21571,εἴκοσ,4,0,4
21572,διαπρήσσωσι,1,0,1
21573,τλαίην,2,0,2
21574,χεύω,1,0,1
21575,κτερεΐξω,1,0,1
21576,Μέντωρ,5,0,5
21577,ἐπέτρεπεν,1,0,1
21578,πείθεσθαί,1,0,1
21579,ἀγανός,2,0,2
21580,ἔρδειν,5,0,5
21581,βίαια,1,0,1
21582,κακορραφίῃσι,1,0,1
21583,σφάς,1,0,1
21584,παρθέμενοι,3,0,3
21585,κατέδουσι,2,0,2
21586,βιαίως,2,0,2
21587,ἧσθ,1,0,1
21588,καθαπτόμενοι,1,0,1
21589,παύρους,1,0,1
21590,καταπαύετε,1,0,1
21591,Εὐηνορίδης,1,0,1
21592,Λειώκριτος,1,0,1
21593,Μέντορ,5,0,5
21594,ἀταρτηρέ,1,0,1
21595,ἠλεέ,1,0,1
21596,καταπαυέμεν,2,0,2
21597,ἀγαυούς,9,0,9
21598,μενοινήσει,1,0,1
21599,κεχάροιτο,2,0,2
21600,χατέουσα,1,0,1
21601,ἐπίσποι,1,0,1
21602,σκίδνασθ,1,0,1
21603,ὀτρυνέει,1,0,1
21604,πατρώιοί,1,0,1
21605,ἀγγελιάων,2,0,2
21606,ἑά,3,0,3
21607,κέλευσας,1,0,1
21608,διατρίβουσιν,1,0,1
21609,ὑπερηνορέοντες,1,0,1
21610,Μέντορι,7,0,7
21611,ἀνοήμων,3,0,3
21612,ἐνέστακται,1,0,1
21613,ἠύ,1,0,1
21614,ἁλίη,2,0,2
21615,ἀτέλεστος,1,0,1
21616,Πηνελοπείης,3,0,3
21617,τελευτήσειν,1,0,1
21618,κακίους,1,0,1
21619,προλέλοιπεν,1,0,1
21620,ἐλπωρή,4,0,4
21621,τελευτῆσαι,2,0,2
21622,τῶ,4,0,4
21623,ἀφραδέων,1,0,1
21624,νοήμονες,3,0,3
21625,δίκαιοι,7,0,7
21626,ἀπέσσεται,2,0,2
21627,στελέω,1,0,1
21628,ἕψομαι,2,0,2
21629,ὅπλισσόν,1,0,1
21630,ἤια,8,0,8
21631,ἄγγεσιν,2,0,2
21632,ἄρσον,2,0,2
21633,ἀμφιφορεῦσι,2,0,2
21634,δέρμασιν,1,0,1
21635,πυκινοῖσιν,3,0,3
21636,ἐθελοντῆρας,1,0,1
21637,συλλέξομαι,1,0,1
21638,νέαι,2,0,2
21639,παλαιαί,2,0,2
21640,παρέμιμνεν,1,0,1
21641,ἀνιεμένους,1,0,1
21642,σιάλους,6,0,6
21643,εὕοντας,1,0,1
21644,γελάσας,1,0,1
21645,ἐσθιέμεν,2,0,2
21646,πινέμεν,3,0,3
21647,τελευτήσουσιν,1,0,1
21648,ἐξαίτους,3,0,3
21649,ἀκουήν,5,0,5
21650,ἀκέοντα,1,0,1
21651,εὐφραίνεσθαι,1,0,1
21652,ἐκείρετε,1,0,1
21653,πυνθάνομαι,1,0,1
21654,ἰήλω,1,0,1
21655,ἔμπορος,2,0,2
21656,ἐπήβολος,1,0,1
21657,ἐρετάων,2,0,2
21658,γίγνομαι,1,0,1
21659,σπάσατ,1,0,1
21660,Ἀντινόοιο,3,0,3
21661,ἐπελώβευον,1,0,1
21662,ἐκερτόμεον,1,0,1
21663,μερμηρίζει,3,0,3
21664,ἀμύντορας,1,0,1
21665,Σπάρτηθεν,2,0,2
21666,ἵεται,1,0,1
21667,Ἐφύρην,1,0,1
21668,ἐνείκῃ,1,0,1
21669,ἀπόληται,1,0,1
21670,δασαίμεθα,1,0,1
21671,ὀπυίοι,2,0,2
21672,νητός,1,0,1
21673,ἐσθής,1,0,1
21674,χηλοῖσιν,1,0,1
21675,ἐυῶδες,1,0,1
21676,ἡδυπότοιο,3,0,3
21677,ἄκρητον,2,0,2
21678,ποτόν,4,0,4
21679,νοστήσειε,3,0,3
21680,κληισταί,1,0,1
21681,ἔπεσαν,1,0,1
21682,δικλίδες,2,0,2
21683,ἐφύλασσε,1,0,1
21684,πολυϊδρείῃσιν,1,0,1
21685,θαλαμόνδε,1,0,1
21686,καλέσσας,3,0,3
21687,μαῖ,4,0,4
21688,ἀμφιφορεῦσιν,3,0,3
21689,ἄφυσσον,1,0,1
21690,λαρώτατος,1,0,1
21691,ὀιομένη,1,0,1
21692,κάμμορον,1,0,1
21693,ἔμπλησον,1,0,1
21694,πώμασιν,1,0,1
21695,χεῦον,1,0,1
21696,ἐϋρραφέεσσι,2,0,2
21697,δοροῖσιν,1,0,1
21698,μυληφάτου,1,0,1
21699,ἴσθι,1,0,1
21700,τετύχθω,2,0,2
21701,αἱρήσομαι,1,0,1
21702,ἀναβῇ,1,0,1
21703,κοίτου,3,0,3
